product_id,name,link,type,min_price,max_price,sold_count,image_1,image_2,image_3,image_4,image_5,min_original_price,max_original_price,product_code
1729635227831994494,"COMBO 2, 3 Bộ Thể Thao Thun Lạnh Nam Chất Liệu Thun Lạnh, Co Dãn 4 chiều, Mặc Ở Nhà, Thể Dục, Tập Gym Thoải mái, Thoáng Mát - CBBTL02 HAL Store",https://oec-api.tiktokv.com/view/product/1729635227831994494,Sp lẻ,195000.0,290000,233,"=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/9993c3c0e57447f99e2a08913fa9c043~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/a63fe04283ab49189ef4d8eeb1fd52ad~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/fcc52678e6814ccda4b6266fdec02ba0~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/700b7ec766d94efcbc70760f43781fa6~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/e3865e9dd2334fd2bd158a380d93f08c~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")",,, 2
1729600999943145598,"Bộ Thể Thao Nam Nữ Chất Thun lạnh, Bộ Thể Thao Nam Nữ Mặc Ở Nhà, Tập Gym Thể Thao Co Dãn 4 Chiều - BTL01 HAL Store",https://oec-api.tiktokv.com/view/product/1729600999943145598,Sp lẻ,,85000,587,"=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/552d934fd515447ba37833ab6eb5da70~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/ae28ed3944c74984ab1fce1105bb63aa~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/b387160288d643ad93e8c69d57d142ac~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/91f39be676c04c8cac816a3c178f5b36~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/01fca9702c574db0b7b2c319fe1962cc~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")",,129000.0, 4
1729611949176948862,"Quần Short Jean Nam Nữ Unisex Cạp chun, Co đãn, Chất Jean Mềm Mại Cao Cấp, Đường May Chắc Chắn, Tỷ Mỷ - HAL Store QJ05",https://oec-api.tiktokv.com/view/product/1729611949176948862,Sp lẻ,,139000,81,"=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/30bc8612336e4268808d0a617a992bb6~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/39fdb722f33d445f81a37e51a284dadd~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")",,,,,190000.0,
1729595425226852478,Áo Thun Nam Layer Thời Trang Chất Liệu Tổ Ong Thoáng Mát Thoải Mái - AP02,https://oec-api.tiktokv.com/view/product/1729595425226852478,Sp lẻ,,79000,364,"=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/6d8875127ce542438948523a77bc4654~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/04da6bc42f4446f0b7fd7a9663687b68~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/1c0c4893fce343ebb2ef0e6157b0cc70~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/3ba1cefa274d492d8006e1b2368979ec~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/0e144ada53664e7ba441049964d05bc8~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")",,199000.0,
1729592986675873918,"Áo Thun cộc tay Nam Nữ UNISEX trơn Cổ Tròn, phông Tay Ngắn, Chất Thun COTTON bề mặt vải mềm HAL Store - AP01",https://oec-api.tiktokv.com/view/product/1729592986675873918,Sp lẻ,,89000,12663,"=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/d718008e388c466db1a9114e5a2e48de~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/a90d3beaf3204706b8a579a1f707fcb5~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/fdf33bfbcfe543ac99a242f7db7cc3e4~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/5e420a54c96f4f3d8877b965075ad648~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/714120c7f5c1454a81744c0876419128~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")",,150000.0,
1729556889180211326,"Áo khoác gió lót lông cao cấp Hidoli,chất gió tráng bạc chống nước cản gió,kết hợp lót lông dày dặn ấm áp",https://oec-api.tiktokv.com/view/product/1729556889180211326,Sp lẻ,,190000,1738,"=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/367345c054294d4c8c7dfaece743170a~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/60ee565a619e484eb001cdf250d58e6d~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/77910121106249faab100214a21d0bf5~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/8472ced65cf2445792309aa20a96fe53~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/7e81e7d8f0c34c799ed36ceee95f311b~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")",,290000.0,
1729706010333710462,"Bộ Quần Áo Nam Mùa Hè Mặc Cực Mát, Chất Đũi Thái Thoáng Mát, Thấm Hút Mồ Hôi",https://oec-api.tiktokv.com/view/product/1729706010333710462,Sp lẻ,,109000,6,"=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/5f81336ebf1c4bc5be565eb303aaad3f~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p19-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/4596501d12694e8d9f5abd8c885114eb~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/e9a943a630e14734b80047cc09de71c0~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/63160af7453d42289a530399254c3853~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/351d57869b0049adadd483951192390b~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")",,189000.0,
1729611935098964094,"Bộ Sơ Mi Đũi Gân Nam Nữ, Chất Liệu Đũi Sọc Gân Dọc, Kiểu Dáng trẻ Trung, Năng Động, Thoải Mái - HAL Store BĐG02",https://oec-api.tiktokv.com/view/product/1729611935098964094,Sp lẻ,,139000,204,"=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/9263e1896e104b34acdd11053eb89da2~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/8ab892a1b4334f05b16792b7c9c6a821~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/91a776b5cee14a69acbe9283ba39f24a~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/21e84688a3994c37a2fb6789fdc45538~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")",,,250000.0,
1729592997237524606,"Áo Polo Nam Nữ  HAL Store phối viền Có Cổ Ngắn Tay, Chất liệu Cotton CVC Thoáng Mát Thấm Hút Mồ Hôi cực tốt - PL04",https://oec-api.tiktokv.com/view/product/1729592997237524606,Sp lẻ,,89000,36,"=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/92ad49ab27274595a275f78c474fc33d~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/63ada47533ff4e3099fcb0af404d3d86~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")",,,,,199000.0,
1729600030488103038,"Bộ Thể Thao Nam Cổ Bẻ Áo Polo, Quần thun Cộc Tay Chất Cotton CVC Co Giãn 4 Chiều Sang Trọng, Khỏe Mạnh - BCB02",https://oec-api.tiktokv.com/view/product/1729600030488103038,Sp lẻ,,139000,549,"=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/2f61dcade17644b284bc6ca7d7fe2921~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/4ecb193dac6a4260a75142cf6a0b15bf~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/39e20f4f300d4cc1850a62d0da5a7eec~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/785832450c7b499294c87f5dba6cecdc~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")",,,250000.0, 4
1729615128106993790,ÁO PHÔNG TRƠN  BASIC OVERSIZE HAL STORE. COTTON 100% 250GSM CAO CẤP - APT03,https://oec-api.tiktokv.com/view/product/1729615128106993790,Sp lẻ,,150000,376,"=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/a73f49c8e20446a9b52bed1224cb85c0~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/c6add3efe9e742fb8365f589b78a9b17~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/f946c6f29b6347c09c32dec7e466303f~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/ec68ec4b9f1541209fcf485898fe47df~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/83cdfd6d88134a59a8fec9118284f586~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")",,290000.0, 100
1729592996380903550,"Áo Polo Nam Nữ  HAL Store Có Cổ Ngắn Tay, Chất liệu Cotton CVC Thoáng Mát Thấm Hút Mồ Hôi cực tốt - PL03",https://oec-api.tiktokv.com/view/product/1729592996380903550,Sp lẻ,,85000,69,"=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/e0fa7efd25d34db38bcdc9b392db9154~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/9caeae35d60b42429984dc82d04b6c43~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/829ace72c2b343a685588604d8d661bc~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/14c3cbdb03f64d179d879fd379a1b64e~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")","=image(""https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/0ae7dc2a89b54f0d9a2bfacfb0587eee~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?from=1826719393"")",,199000.0,
